case_number,source,case_status,soc_code,soc_title,job_title,workers_requested,workers_certified,employer_name,employer_city,employer_state,worksite_city,worksite_state,wage_from,wage_to,wage_per,employment_begin_date,employment_end_date,received_date,decision_date,noa_issued_date,nature_of_need
H-400-26001-521530,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6,,"JDM Landscaping, LLC.",Perry,OH,Painesville,OH,18.91,18.91,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26002-529769,seasonaljobs_feed,NOA Issued,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",​Resident Housekeeper,8,,Yosemite’s Scenic Wonders Inc.,National Park,CA,National Park,CA,20.7,,Hour,2026-04-01,2026-10-31,2026-01-02,,2026-04-15,Seasonal
H-400-26001-526215,seasonaljobs_feed,NOA Issued,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",POOL CLEANER,3,,Z POOL BOY INC,CENTEREACH,NY,CENTEREACH,NY,21.61,23.61,Hour,2026-04-01,2026-11-10,2026-01-01,,2026-04-15,Seasonal
H-400-26001-526517,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,18,,Harbor View Hotel Management LLC,Edgartown,MA,Edgartown,MA,21.93,21.93,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-525978,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Greenskeeper,8,,Fox Run Golf Club,Ludlow,VT,Ludlow,VT,21.5,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-521496,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeping,7,,BW SSM Inc,Grand Haven,MI,Sault Ste. Marie,MI,15.18,15.18,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-520730,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,Food Runner,12,,"Pineapple Willy's, Inc.",Panama City Beach,FL,Panama City Beach,FL,18.49,,Hour,2026-04-01,2026-11-06,2026-01-01,,2026-04-15,Seasonal
H-400-26001-524728,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Lead Cook,3,,Wianno Club,Osterville,MA,Osterville,MA,21.52,36.0,Hour,2026-04-01,2026-10-16,2026-01-01,,2026-04-15,Seasonal
H-400-26001-527131,seasonaljobs_feed,NOA Issued,39-3091.00,Amusement and Recreation Attendants,Amusement & Recreation Attendant – Carnival,20,,"Knox's Great American Midway, Inc",Scottsville,NY,Franklinville,NY,12.33,17.33,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-15,Seasonal
H-400-26001-525676,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Lawn Care Laborer,18,,Outdoors by JK LLC,Adel,IA,Adel,IA,19.53,,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-15,Seasonal
H-400-26001-522523,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Cleaner,12,,Squeaky Clean Montana LLC,West Yellowstone,MT,West Yellowstone,MT,18.88,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-525390,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,General Construction Laborers,15,,"Three Brothers Concrete, Inc.",Thornton,CO,Thornton,CO,23.57,30.0,Hour,2026-04-01,2027-01-15,2026-01-01,,2026-04-15,Peakload
H-400-26001-525043,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Team Lead - Landscaping,5,,Ecoturf LLC,Norman,OK,Oklahoma City,OK,17.06,26.46,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-525154,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORERS,40,,"ASG SOLUTIONS, LLC.",WILWOOD,FL,WILDWOOD,FL,17.82,18.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26001-522838,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,85,,"(BVLS4005) Brightview Landscape Services, Inc. - Salt Lake City, UT",Blue Bell,PA,Murray,UT,20.19,,Hour,2026-04-01,2026-11-13,2026-01-01,,2026-04-15,Seasonal
H-400-26002-530135,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Line Cook,8,,"Artisanal, LLC",Banner Elk,NC,Banner Elk,NC,16.85,,Hour,2026-04-01,2026-10-31,2026-01-02,,2026-04-15,Seasonal
H-400-26001-524428,seasonaljobs_feed,NOA Issued,35-2021.00,Food Preparation Workers,Dishwasher ,10,,EOS Hospitality KRC Employee LLC ,Kennebunk,ME,Kennebunk,ME,18.15,23.0,Hour,2026-04-01,2026-11-10,2026-01-01,,2026-04-15,Peakload
H-400-26001-525058,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,CONSTRUCTION LABORER,10,,"THE BRIDGE BUILDERS OF ALABAMA, LLC.",PELHAM,AL,PELHAM,AL,18.44,,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-527186,seasonaljobs_feed,NOA Issued,39-3091.00,Amusement and Recreation Attendants,Amusement and Recreation Attendants ,2,,"Southwest Wheel Management, LLC",The Colony,TX,Colony,TX,14.03,14.03,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-525224,seasonaljobs_feed,NOA Issued,35-2021.00,Food Preparation Workers,Food Prep Worker,6,,Patrick Doud's LLC,Mackinac Island,MI,Mackinac Island,MI,14.7,,Hour,2026-04-01,2026-10-30,2026-01-01,,2026-04-15,Peakload
H-400-26003-531809,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction Laborers,9,,Barnhill Contracting Company,Rocky Mount,NC,Elizabeth City,NC,20.76,20.76,Hour,2026-04-01,2026-11-30,2026-01-03,,2026-04-15,Peakload
H-400-26001-525250,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscapers,6,,Ground Care Landscaping LLC,North Andover,MA,North Andover,MA,24.09,24.09,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26003-531242,seasonaljobs_feed,NOA Issued,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,CDL Driver,8,,"JK Moving & Storage, Inc.",Sterling,VA,Sterling,VA,29.14,29.14,Hour,2026-04-01,2026-09-30,2026-01-03,,2026-04-15,Peakload
H-400-26001-523305,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,12,,"Homestead Landscaping, Ltd.",Bondville,VT,Bondville,VT,21.5,22.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26001-525384,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Worker,5,,Ricky's Lawn Service LLC,Broken Arrow,OK,Broken Arrow,OK,17.01,17.01,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
H-400-26001-527006,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction and Landscape Laborer,8,,"Bills Construction, LLC (BIL126)",Ovid,ID,Ovid,ID,22.17,22.17,Hour,2026-04-01,2026-12-24,2026-01-01,,2026-04-15,Peakload
H-400-26001-521923,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction Laborers,11,,Leo O'Laughlin Inc.,Shelbina,MO,Marceline,MO,23.92,23.92,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-521336,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Helper-Construction Trades,14,,"Poured Foundations Of Ohio, Inc.",Bear,DE,Oakwood,OH,27.82,27.82,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-15,Peakload
H-400-26001-525630,seasonaljobs_feed,NOA Issued,35-3023.00,Fast Food and Counter Workers,COUNTER ATTENDANTS,15,,ARGYRIADIS CORP,WEST DENNIS,MA,WEST DENNIS,MA,17.63,17.63,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-525552,seasonaljobs_feed,NOA Issued,39-3091.00,Amusement and Recreation Attendants,Recreation Attendant,4,,"D & S North, LLC",Mackinac Island,MI,Mackinac Island,MI,16.5,,Hour,2026-04-01,2026-11-16,2026-01-01,,2026-04-15,Seasonal
H-400-26001-525231,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORERS,12,,"HOMESTEAD LAWN & LANDSCAPE OF SC, LLC.",GREENVILLE,SC,GREENVILLE,SC,18.07,18.07,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26002-529529,seasonaljobs_feed,NOA Issued,35-2015.00,"Cooks, Short Order",KITCHEN HELPER,8,,"THE LINKS AT MARTHA'S VINEYARD, INC.",OAK BLUFFS,MA,OAK BLUFFS,MA,19.9,19.9,Week,2026-04-01,2026-11-30,2026-01-02,,2026-04-15,Seasonal
H-400-26003-532203,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,4,,Conoyer Brothers Landscaping Inc,St. Peters,MO,St. Peters,MO,22.56,,Hour,2026-04-01,2026-12-15,2026-01-03,,2026-04-15,Peakload
H-400-26001-525394,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,General Labor - Yard,2,,"Three Brothers Concrete, Inc.",Thornton,CO,Thornton,CO,23.57,28.0,Hour,2026-04-01,2027-01-15,2026-01-01,,2026-04-15,Peakload
H-400-26001-521304,seasonaljobs_feed,NOA Issued,47-3016.00,Helpers--Roofers,Roofing Helper,6,,RMV Roofing Solutions Inc.,Franklin Park,IL,Franklin Park,IL,26.13,26.13,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-15,Peakload
H-400-26001-524001,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,SERVER,9,,"Burlingame Country Club, Inc",Sapphire,NC,Sapphire,NC,18.0,23.0,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Seasonal
H-400-26001-526681,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",LINE COOKS,37,,ISLAND ENTERTAINMENT INC.,NORTH PROVIDENCE,RI,BLOCK ISLAND,RI,19.97,19.97,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-520522,seasonaljobs_feed,NOA Issued,35-3023.00,Fast Food and Counter Workers,Retail Attendant,3,,"Spectrum Resorts, LLC",Gulf Shores,AL,Gulf Shores,AL,12.97,,Hour,2026-04-01,2026-10-21,2026-01-01,,2026-04-15,Peakload
H-400-26001-523856,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeping worker,7,,R&L Landscaping Corporation,Chicago,IL,Plainfield,IL,21.26,21.26,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26003-531906,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,MAID AND HOUSEKEEPING CLEANERS ,75,,CONIEFFE HOSPITALITY LLC,PANAMA CITY BEACH,FL,PANAMA CITY BEACH,FL,14.66,14.66,Hour,2026-04-01,2026-12-31,2026-01-03,,2026-04-15,Seasonal
H-400-26002-529147,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,20,,"AAA Landscape, Inc.",Oklahoma City,OK,Lawton,OK,15.97,15.97,Hour,2026-04-01,2026-12-31,2026-01-02,,2026-04-15,Seasonal
H-400-26001-524405,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,10,,Lafayette Bartlett LLC,Bartlett,NH,Bartlett,NH,17.28,19.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
H-400-26001-527182,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,GROUNDSKEEPER,3,,PHILMONT COUNTRY CLUB,HUNTINGDON VALLEY,PA,HUNTINGDON VALLEY,PA,19.86,21.86,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Seasonal
H-400-26002-530865,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping Worker,12,,Greenscape Companies Inc.,Elk River,MN,Elk River,MN,22.32,,Hour,2026-04-01,2026-11-23,2026-01-02,,2026-04-15,Seasonal
H-400-26001-526280,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,15,,"Kindergan Landscaping, LLC",Bergenfield,NJ,Bergenfield,NJ,21.91,30.0,Hour,2026-04-01,2026-12-18,2026-01-01,,2026-04-15,Seasonal
H-400-26001-524139,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,General Laborer,8,,"Ryan Lawn & Tree, Inc.",Merriam,KS,Omaha,NE,20.04,23.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26001-526461,seasonaljobs_feed,NOA Issued,47-2051.00,Cement Masons and Concrete Finishers,GENERAL CONSTRUCTION LABORER,5,,"GREG JOHNSON CONSTRUCTION, INC",BRISTOL,SD,BRISTOL,SD,22.0,22.0,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-15,Peakload
H-400-26001-521573,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers (LG-AD),80,,Environmental Landworks Company Inc. (1703),Golden,CO,Golden,CO,23.78,32.0,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-525593,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,22,,Culver's Lawn & Landscape Inc.,Marion,IA,Marion,IA,20.26,25.0,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-15,Seasonal
H-400-26002-527570,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,IRRIGATION WORKER,4,,"MEDHAUG BROTHERS IRRIGATION, LLC",ABERDEEN,SD,ABERDEEN,SD,15.57,15.57,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-15,Seasonal
H-400-26003-531131,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Maintenance and Mowing Technician,6,,"Nolan's Lawn Care, LLC",Tiffin,IA,Tiffin,IA,19.33,19.33,Hour,2026-04-01,2026-10-31,2026-01-03,,2026-04-15,Peakload
H-400-26002-528486,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,Restaurant Support Staff,13,,Al Johnson's Swedish Restaurant,Sister Bay,WI,Sister Bay,WI,12.88,,Hour,2026-04-01,2026-12-31,2026-01-02,,2026-04-15,Peakload
H-400-26001-525112,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,13,,RC Tabula Rasa Inc,Maple Park,IL,Maple Park,IL,21.26,21.26,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
H-400-26001-524563,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,GROUNDSKEEPER,12,,LAWN KING LAWN SERVICES,GRAND FORKS,ND,GRAND FORKS,ND,21.52,21.52,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-15,Peakload
H-400-26002-527727,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,4,,Maumee Pro Mow LLC,Maumee,OH,Maumee,OH,18.05,18.05,Hour,2026-04-01,2026-11-15,2026-01-02,,2026-04-15,Peakload
H-400-26001-520670,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,8,,Greg Fortunato Landscaping LLC,Venetia,PA,Venetia,PA,18.69,,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-15,Seasonal
H-400-26001-520651,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Greenskeeper,44,,Noble House Snake River LLC,Jackson,WY,Jackson,WY,20.0,,Hour,2026-04-01,2026-11-12,2026-01-01,,2026-04-15,Seasonal
H-400-26001-521424,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,Server,6,,Mero LLC,Boothbay Harbor,ME,Boothbay Harbor,ME,24.64,,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Seasonal
H-400-26002-527615,seasonaljobs_feed,NOA Issued,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Truck Driver,2,,Aggressive Masonry Inc,Holdingford,MN,Holdingford,MN,29.91,29.91,Hour,2026-04-01,2026-12-01,2026-01-02,,2026-04-15,Peakload
H-400-26001-524262,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",COOK,9,,LAKE TOXAWAY COUNTRY CLUB,Lake Toxaway,NC,Lake Toxaway,NC,16.85,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-522988,seasonaljobs_feed,NOA Issued,39-3091.00,Amusement and Recreation Attendants,Ride Attendant,48,,"Atlas Hospitality & Housing Solution, LLC - Alabama",Foley,AL,Foley,AL,11.85,13.26,Hour,2026-04-01,2026-10-01,2026-01-01,,2026-04-15,Peakload
H-400-26001-524585,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,6,,"DNC Parks & Resorts at Kings Canyon, Inc.",Kings Canyon National Park,CA,Kings Canyon National Park,CA,17.98,19.98,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26001-520326,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30,,CALLOWAY INC.,BESSEMER,AL,BESSEMER,AL,17.02,17.02,Hour,2026-04-01,2026-12-29,2026-01-01,,2026-04-15,Seasonal
H-400-26002-527895,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Worker,25,,Bayou City Equity Realty LLC,Katy,TX,Oakland,MD,19.19,19.19,Hour,2026-04-01,2026-11-15,2026-01-02,,2026-04-15,Seasonal
H-400-26001-524830,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,56,,"Aeroscape, Inc.",Midvale,UT,Midvale,UT,21.03,22.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
H-400-26001-525228,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORER,40,,HORSESHOE BAY RESORT,HORSESHOE BAY ,TX,HORSESHOE BAY ,TX,16.78,18.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26001-526110,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,SERVER,3,,WHITE MANOR COUNTRY CLUB ,MALVERN,PA,MALVERN ,PA,19.57,19.57,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Seasonal
H-400-26003-531695,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,4,,"Generations Landscaping, LLC",Joliet,IL,Joliet,IL,21.26,21.26,Hour,2026-04-01,2026-11-30,2026-01-03,,2026-04-15,Seasonal
H-400-26001-523987,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",LINE COOKS,6,,Audino Inc,Block Island,RI,Block Island,RI,19.97,23.0,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Seasonal
H-400-26001-521452,seasonaljobs_feed,NOA Issued,35-3011.00,Bartenders,Bartenders,4,,Kohler Co.,Kohler,WI,Kohler,WI,12.68,,Hour,2026-04-01,2026-11-29,2026-01-01,,2026-04-15,Peakload
H-400-26001-522666,seasonaljobs_feed,NOA Issued,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Front Desk Attendant,8,,"Aspen, Inc.",West Yellowstone,MT,West Yellowstone,MT,18.5,18.5,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-522777,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,28,,"Titan, LLC",Anchorage,AK,Anchorage,AK,21.86,21.86,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-15,Seasonal
H-400-26001-525024,seasonaljobs_feed,NOA Issued,35-3011.00,Bartenders,BARTENDERS,17,,"PELHAM HOSPITALITY, INC.",DENNIS PORT,MA,DENNIS PORT,MA,21.84,21.84,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-521768,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6,,"RL Landscape & Design, Inc.",Macungie,PA,Macungie,PA,19.41,19.41,Hour,2026-04-01,2026-12-30,2026-01-01,,2026-04-15,Seasonal
H-400-26001-522403,seasonaljobs_feed,NOA Issued,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",General Laborer,3,,"Donald R. Miller Systems, Inc.",New Wilmington,PA,New Wilmington,PA,20.68,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-522489,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Line Cook,6,,"Aladdin, LLC",Stowe,VT,Stowe ,VT,20.98,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-522139,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Lead Landscape Laborer,12,,"Mulhall's Nursery, Inc.",Omaha,NE,Omaha,NE,20.54,20.54,Hour,2026-04-01,2026-12-06,2026-01-01,,2026-04-15,Seasonal
H-400-26001-524651,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,20,,"DNC Parks & Resorts at Shenandoah, Inc.",Luray,VA,Luray,VA,17.13,19.13,Hour,2026-04-01,2026-11-29,2026-01-01,,2026-04-15,Seasonal
H-400-26001-525363,seasonaljobs_feed,NOA Issued,35-3011.00,Bartenders,Bartender/Server,4,,Blair Hill Inn,Greenville,ME,Greenville,ME,26.32,28.32,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Seasonal
H-400-26002-529439,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Grounds Maintenance Specialist,70,,"Silvis Group, Inc.",Mt. Pleasant,PA,Mt. Pleasant,PA,19.19,19.19,Hour,2026-04-01,2026-12-15,2026-01-02,,2026-04-15,Peakload
H-400-26002-529878,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,1,,Bell's Lawn Care,Charleston,SC,Charleston,SC,18.21,18.21,Hour,2026-04-01,2026-10-01,2026-01-02,,2026-04-15,Seasonal
H-400-26002-529563,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,12,,Joe's Fried Clams LLC,Shapleigh,ME,Shapleigh,ME,22.25,25.0,Hour,2026-04-01,2026-10-15,2026-01-02,,2026-04-15,Seasonal
H-400-26002-529455,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,13,,"AAA Landscape, Inc.",Oklahoma City,OK,Oklahoma City,OK,17.06,17.06,Hour,2026-04-01,2026-12-31,2026-01-02,,2026-04-15,Seasonal
H-400-26001-522591,seasonaljobs_feed,NOA Issued,47-3016.00,Helpers--Roofers,Roofer Helper,4,,Schrader Roofing Company of Lubbock,Lubbock,TX,Lubbock,TX,16.41,20.0,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Peakload
H-400-26001-523874,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,17,,Designing Nature Inc.,Hamel,MN,Greenfield,MN,22.32,23.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
H-400-26002-530581,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,24,,A&A Landscape LLC,Farmersville,TX,Farmersville,TX,18.93,18.93,Hour,2026-04-01,2026-12-20,2026-01-02,,2026-04-15,Peakload
H-400-26001-523183,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,8,,"Outdoor Accents, Inc.",Novi,MI,Novi,MI,19.93,19.93,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Seasonal
H-400-26002-530709,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,4,,The ALG Corp,Lewisville,TX,Lewisville,TX,18.42,20.42,Hour,2026-04-01,2026-11-15,2026-01-02,,2026-04-15,Peakload
H-400-26003-531158,seasonaljobs_feed,NOA Issued,39-3091.00,Amusement and Recreation Attendants,Fast Food & Counter Workers,15,,Premium Shows of America,Masury,OH,Masury,OH,11.95,20.58,Hour,2026-04-01,2026-11-18,2026-01-03,,2026-04-15,Seasonal
H-400-26004-532660,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,10,,R and B LLC,Myrtle Beach,SC,Myrtle Beach,SC,16.15,,Hour,2026-04-01,2026-10-31,2026-01-04,,2026-04-15,Peakload
H-400-26003-531166,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Landscape Laborer,13,,Kiefer's Lawn and Landscaping,Fenton,MO,Fenton,MO,19.8,26.0,Hour,2026-04-01,2026-12-15,2026-01-03,,2026-04-15,Peakload
H-400-26001-525251,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,4,,HIS-DIR Inc.,Drummond Island,MI,Drummond Island,MI,15.96,15.96,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-15,Peakload
H-400-26002-529488,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,SERVER,10,,THE RIDGEWOOD COUNTRY CLUB,Paramus,NJ,Paramus,NJ,25.65,,Hour,2026-04-01,2026-10-31,2026-01-02,,2026-04-15,Peakload
H-400-26001-524577,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Concrete Laborer,30,,Villalobos Concrete Inc,Denver,CO,Commerce City,CO,23.57,,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
H-400-26001-524315,seasonaljobs_feed,NOA Issued,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Bar Utility,9,,DHC MI Holdings LLC,Atlanta,GA,Mackinac Island,MI,14.65,15.38,Hour,2026-04-01,2026-11-04,2026-01-01,,2026-04-15,Seasonal
